pair_number,panel,feature_x,feature_y,x,y,predicted_original,predicted_joint_land_cover_change
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0043026468458314,-0.0047316422026394,0.010540281422436237,0.005786410998553038
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0039232870730433,-0.0047316422026394,0.010694094933569431,0.006235822103917599
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0035439273002553,-0.0047316422026394,0.011327732354402542,0.0073557463474571705
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0031645675274672,-0.0047316422026394,0.011819092556834221,0.008132347837090492
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0027852077546791,-0.0047316422026394,0.013349033892154694,0.009723125025629997
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0024058479818911,-0.0047316422026394,0.013626215048134327,0.010333796963095665
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.002026488209103,-0.0047316422026394,0.01442424114793539,0.011545966379344463
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0016471284363149,-0.0047316422026394,0.015171253122389317,0.012794634327292442
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0012677686635269,-0.0047316422026394,0.016259172931313515,0.014398154802620411
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0008884088907388,-0.0047316422026394,0.017094602808356285,0.015522416681051254
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0005090491179507,-0.0047316422026394,0.017900537699460983,0.016763215884566307
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,-0.0001296893451627,-0.0047316422026394,0.019133342429995537,0.018977638334035873
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0002496704276253,-0.0047316422026394,0.02145085670053959,0.02227216772735119
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0006290302004134,-0.0047316422026394,0.021736573427915573,0.022955693304538727
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0010083899732014,-0.0047316422026394,0.022298358380794525,0.02377840131521225
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0013877497459895,-0.0047316422026394,0.02250674180686474,0.02410626970231533
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0017671095187776,-0.0047316422026394,0.022564753890037537,0.024432767182588577
1,a,forest_frac_slope_2000_2025,mndwi_slope_2000_2025,0.0021464692915656,-0.0047316422026394,0.02269241400063038,0.024734271690249443
